address,date,discount,floor_elevator,link,price,rooms,sqft_m2
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/90251242/,2800.0,3,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/90125326/,1800.0,2,74.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90112845/,4500.0,2,180.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/90072288/,4500.0,3,200.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/89943663/,2800.0,3,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/89910137/,2500.0,3,120.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  sin ascensor,http://idealista.com/inmueble/89883147/,1800.0,2,102.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/89881008/,1800.0,2,92.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/89880594/,2500.0,3,120.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/89794137/,2000.0,3,150.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  sin ascensor,http://idealista.com/inmueble/89832794/,3300.0,4,200.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/89778514/,2950.0,4,133.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/89424850/,2600.0,4,196.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/89378302/,4000.0,3,90.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/89363777/,1950.0,2,85.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/89292470/,2800.0,4,225.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  sin ascensor,http://idealista.com/inmueble/89240013/,5500.0,3,200.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/89232840/,1430.0,1,55.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/89229551/,2500.0,2,180.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/89057369/,3800.0,7,305.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/88936777/,2700.0,3,160.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/88811982/,4000.0,3,111.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/88428515/,2800.0,5,180.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/82989932/,2500.0,3,130.0
"Piso en calle de Roger de Flor, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91389307/,850.0,2,44.0
"Piso en ronda de Sant Pere, 11, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91352719/,1400.0,3,90.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/91341364/,1950.0,3,115.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91332658/,3200.0,4,302.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/91103338/,2600.0,3,172.0
"Piso en Aragon, 252, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90781048/,1390.0,2,70.0
"Piso en calle de Pau Claris, 99, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90675460/,1600.0,2,71.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,Bajo exterior con ascensor,http://idealista.com/inmueble/90888970/,4500.0,3,165.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91426972/,2300.0,3,105.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91421418/,2300.0,3,105.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91393555/,1500.0,2,113.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91383641/,2300.0,3,105.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91356043/,2100.0,5,207.0
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91334203/,1800.0,2,90.0
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91334203/,1800.0,2,90.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91016177/,1850.0,5,175.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/90934157/,970.0,1,70.0
"Piso en calle Mallorca, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/90900976/,950.0,1,49.0
"Piso en calle de Pau Claris, 97, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/90861207/,2000.0,3,75.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/90749411/,2450.0,2,90.0
"Piso en corts catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/90328469/,900.0,1,50.0
"Piso en calle Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/35186968/,2200.0,3,80.0
"Piso en calle de Mallorca, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/90112325/,2050.0,6,170.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/89980342/,1800.0,4,121.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta exterior con ascensor,http://idealista.com/inmueble/89838175/,1300.0,3,85.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/89790289/,1300.0,3,85.0
