address,bathrooms,date,discount,floor_elevator,link,price,realestate,rooms,sqft_m2
"Carrer del Carme, El Raval",2,2020-10-22,100 €,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,2200,APROPERTIES REAL ESTATE Nº Aicat 6388,3,200
"Carrer de València, L'Antiga Esquerra de l'Eixample",2,2020-10-22,50 €,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1300,APROPERTIES REAL ESTATE Nº Aicat 6388,2,60
"Carrer de Benet Mateu, Sarrià",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1600,APROPERTIES REAL ESTATE Nº Aicat 6388,3,116
"Passeig de Garcia Fària, Diagonal Mar i el Front Marítim del Poblenou",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,2300,APROPERTIES REAL ESTATE Nº Aicat 6388,2,140
"Carrer de Rosalia de Castro, El Baix Guinardó",1,2020-10-22,45 €,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,945,APROPERTIES REAL ESTATE Nº Aicat 6388,2,51
"Carrer de Modolell, Sant Gervasi- Galvany",5,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,8500,APROPERTIES REAL ESTATE Nº Aicat 6388,5,480
"Passeig de Gràcia, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1850,APROPERTIES REAL ESTATE Nº Aicat 6388,2,67
"Passatge de Lluís Pellicer, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,0,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,850,APROPERTIES REAL ESTATE Nº Aicat 6388,1,40
"Àliga, Hostafrancs",1,2020-10-22,,0,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,880,ALL4FLAT,2,62
"Rosselló, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1100,ALL4FLAT,2,74
"Sant Marius, Sant Gervasi i la Bonanova",2,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1450,ALL4FLAT,4,133
"Ronda Sant Pau, 33, Sant Antoni",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,850,ALL4FLAT,2,60
"Bolivia, El Parc i la Llacuna del Poblenou",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1250,ALL4FLAT,3,81
"Piquer, El Poble Sec - Parc de Montjuïc",2,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1490,ALL4FLAT,2,85
Sants,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1100,AREA CASA,2,70
Sant Gervasi- Galvany,2,2020-10-22,50 €,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,4500,LUCAS FOX,4,235
Sarrià,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,2023,NÚÑEZ I NAVARRO,1,61
Vila de Gràcia,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,5284,NÚÑEZ I NAVARRO,3,140
Les Tres Torres,3,2020-10-22,250 €,1,/es/inmobiliaria-living-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753827081,2950,LIVING BARCELONA,4,185
"Passeig de Joan de Borbó, 19, La Barceloneta",1,2020-10-22,,1,/es/inmobiliaria-finbes/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752963871,800,FINBES,2,75
Barri Gòtic,5,2020-10-22,,0,/es/inmobiliaria-top-house-realty/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765103775,4500,TOP HOUSE REALTY,4,343
Sant Antoni,2,2020-10-22,,0,/es/inmobiliaria-top-house-realty/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765103775,2000,TOP HOUSE REALTY,6,168
Dreta de l'Eixample,3,2020-10-22,,1,/es/inmobiliaria-top-house-realty/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765103775,4950,TOP HOUSE REALTY,3,143
Dreta de l'Eixample,3,2020-10-22,,1,/es/inmobiliaria-top-house-realty/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765103775,2300,TOP HOUSE REALTY,6,170
Sant Antoni,2,2020-10-22,,0,/es/inmobiliaria-top-house-realty/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765103775,2000,TOP HOUSE REALTY,6,168
"Vallvidrera, Vallvidrera - Tibidabo - Les Planes",1,2020-10-22,,1,/es/inmobiliaria-finques-llebrenc/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003052067,1450,FINQUES LLEBRENC,2,86
"Carrer D'agramunt, 2, Vallcarca i els Penitents",2,2020-10-22,150 €,1,/es/inmobiliaria-asesoria-real-estate-atlantida/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765409055,950,ASESORIA REAL ESTATE ATLANTIDA,2,78
"Avinguda Diagonal, Vila de Gràcia",3,2020-10-22,2.400 €,1,/es/inmobiliaria-aspasios-apartments/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765061779,3500,ASPASIOS APARTMENTS,4,200
"Carrer del Doctor Aiguader, La Barceloneta",1,2020-10-22,200 €,1,/es/inmobiliaria-apa-immobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758360071,900,APA IMMOBILIARIA,1,52
"Carrer de la Travessia, El Putget i el Farró",1,2020-10-22,50 €,1,/es/inmobiliaria-compraventabarcelona-by-fincas-gonseni/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752580661,700,Compraventabarcelona by Fincas Gonseni,1,43
"Carrer de Pi I Margall, El Camp d'en Grassot i Gràcia Nova",1,2020-10-22,,1,/es/inmobiliaria-cideb/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751167891,950,CIDEB,4,72
"Carrer Dos de Maig, 262, El Camp de l'Arpa del Clot",1,2020-10-22,,1,/es/inmobiliaria-cleries-administracio-de-finques/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750415321,800,"CLERIES, ADMINISTRACIO DE FINQUES",2,60
"Paralel, Sant Antoni",2,2020-10-22,,1,/es/inmobiliaria-inveiba/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763925116,1450,INVEIBA,5,155
"Carrer de Los Castillejos, Sagrada Família",1,2020-10-22,150 €,1,/es/inmobiliaria-apa-immobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758360071,1050,APA IMMOBILIARIA,3,85
"Sabateret, Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-inveiba/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763925116,1225,INVEIBA,2,90
"Eduard Maristany, El Besós i el Maresme",1,2020-10-22,150 €,1,/es/inmobiliaria-inveiba/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763925116,1500,INVEIBA,2,100
Barri de les Corts,2,2020-10-22,50 €,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,3550,LUCAS FOX,3,185
El Putget i el Farró,1,2020-10-22,,1,/es/inmobiliaria-habitat-seleccio/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758026548,1060,HABITAT SELECCIÓ,0,60
"Carrer D'en Robador, El Raval",1,2020-10-22,50 €,0,/es/inmobiliaria-ropisa-urban/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751566391,700,ROPISA URBAN,1,40
"Carrer de Balmes, 123, L'Antiga Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-tot-domus/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754043514,1800,Tot Domus,3,139
La Salut,1,2020-10-22,,1,/es/inmobiliaria-the-simple-rent-luxury-properties/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763884847,900,THE SIMPLE RENT LUXURY PROPERTIES,1,60
Pedralbes,3,2020-10-22,,1,/es/inmobiliaria-the-simple-rent-luxury-properties/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763884847,2400,THE SIMPLE RENT LUXURY PROPERTIES,3,180
"Gran Via de Les Corts Catalanes, 185, La Bordeta",1,2020-10-22,100 €,1,/es/inmobiliaria-ara-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755624633,1300,ARA BARCELONA,1,63
"Carrer de Tapioles, El Poble Sec - Parc de Montjuïc",1,2020-10-22,100 €,1,/es/inmobiliaria-barcelona-de-immobles/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765460099,1050,Barcelona De Immobles,3,71
"Carrer Balmes, 396, El Putget i el Farró",2,2020-10-22,,1,/es/inmobiliaria-eicasa-fincas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765599428,1450,Eicasa Fincas,4,100
"De Ramon Turró, La Vila Olímpica del Poblenou",3,2020-10-22,250 €,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1550,BARCELONA DREAM HOUSE,4,135
"De París, 75, La Nova Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1000,BARCELONA DREAM HOUSE,2,68
"D'avinyó, Barri Gòtic",2,2020-10-22,100 €,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1300,BARCELONA DREAM HOUSE,2,90
"De Lepant, 290, Sagrada Família",2,2020-10-22,,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1350,BARCELONA DREAM HOUSE,4,88
"Carrer de Santa Peronella, Sant Gervasi- Galvany",1,2020-10-22,,1,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765657088,650,,1,41
"Carrer de Bonavista, 27, Vila de Gràcia",2,2020-10-22,,0,/es/inmobiliaria-francisco-arbos-sancho/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765420761,1050,FRANCISCO ARBÓS SANCHO,3,71
"Plaça de la Vila de Madrid, 1, Barri Gòtic",1,2020-10-22,,1,/es/inmobiliaria-nci/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754537238,1350,NCI,3,85
"Carrer Roger de Flor, Dreta de l'Eixample",2,2020-10-22,110 €,1,/es/inmobiliaria-vadpisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752259560,1290,VAdPISOS,3,85
"Vergos, Les Tres Torres",2,2020-10-22,,0,/es/inmobiliaria-chrysol-value-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752512415,1450,CHRYSOL VALUE REAL ESTATE,3,90
"Carrer de Galileu, 46, Sants",2,2020-10-22,,0,/es/inmobiliaria-monfort-inmo-boutique/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765421146,1200,Monfort Inmo Boutique,3,95
"Carrer del Pintor Alsamora, Porta",1,2020-10-22,,0,/es/inmobiliaria-araico-assessors-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753090608,850,ARAICO ASSESSORS S.L,3,74
"Avinguda Meridiana, 436, Sant Andreu del Palomar",1,2020-10-22,,1,/es/inmobiliaria-carulla-diaz/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754423863,1200,CARULLA & DIAZ,3,102
El Raval,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,771,AREA CASA,1,50
"Carrer del Maresme, El Besós i el Maresme",1,2020-10-22,,1,/es/inmobiliaria-el-seu-pis/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764009537,800,EL SEU PIS,3,75
"Carrer de la Creu Coberta, 62, Hostafrancs",1,2020-10-22,,0,/es/inmobiliaria-aspri/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751631604,700,ASPRI,1,35
"Avinguda Meridiana, El Clot",1,2020-10-22,,1,/es/inmobiliaria-wolo/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764714124,900,WOLO,2,54
Dreta de l'Eixample,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,2100,AREA CASA,2,100
"Carrer de Sugranyes, Sants-Badal",1,2020-10-22,,1,/es/inmobiliaria-garcia-assessors-associats/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752569293,775,GARCÍA ASSESSORS & ASSOCIATS,2,57
"Carrer de París, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,1150,DOMINGUEZ,1,50
"Carrer de València, 383, Sagrada Família",1,2020-10-22,,1,/es/inmobiliaria-wwwpisoscc/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=920050253918,1099,WWW.PISOS.CC,2,49
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1100,ENGEL & VOELKERS,1,75
"Carrer del Comte Borrell, Sant Antoni",2,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,1150,DOMINGUEZ,3,80
La Maternitat i Sant Ramon,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1170,ENGEL & VOELKERS,2,60
La Maternitat i Sant Ramon,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1170,ENGEL & VOELKERS,2,60
"Carrer de Viriat, Sants",1,2020-10-22,,1,/es/inmobiliaria-080-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756880405,1600,080 REAL ESTATE,4,95
Dreta de l'Eixample,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1120,AREA CASA,2,95
"Carrer D'amigó, Sant Gervasi- Galvany",2,2020-10-22,,0,/es/inmobiliaria-dominguez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750486602,1600,DOMINGUEZ,4,110
"Carrer de Girona, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-barnafinc/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763623909,1050,BARNAFINC,2,90
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2000,ENGEL & VOELKERS,3,100
"Travessera de Gracia, El Baix Guinardó",1,2020-10-22,,1,/es/inmobiliaria-solopisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752344346,800,SOLOPISOS,2,50
Montbau,1,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,900,NEXT DOOR BCN,3,70
El Camp d'en Grassot i Gràcia Nova,2,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1300,NEXT DOOR BCN,3,98
Dreta de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,2000,NEXT DOOR BCN,2,95
Dreta de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1150,NEXT DOOR BCN,1,73
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,0,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1900,NEXT DOOR BCN,4,135
Barri Gòtic,2,2020-10-22,,0,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1100,NEXT DOOR BCN,2,110
La Teixonera,3,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,2000,NEXT DOOR BCN,5,230
Dreta de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1800,NEXT DOOR BCN,3,80
La Nova Esquerra de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1300,NEXT DOOR BCN,3,85
Barri Gòtic,2,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1240,NEXT DOOR BCN,3,132
El Raval,2,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,900,NEXT DOOR BCN,2,80
Barri Gòtic,2,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1290,NEXT DOOR BCN,3,120
Barri Gòtic,1,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1090,NEXT DOOR BCN,1,108
Les Tres Torres,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1200,ENGEL & VOELKERS,2,50
"Carrer Joan Torras, 22, Sant Andreu del Palomar",1,2020-10-22,,1,/es/inmobiliaria-finques-campanya/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765564622,792,FINQUES CAMPANYÁ,3,61
El Camp de l'Arpa del Clot,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1300,AREA CASA,2,75
"Carrer del Telègraf, 19, El Guinardó",1,2020-10-22,,0,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761676902,680,,1,50
"Plaça de la Sagrada Família, Sagrada Família",1,2020-10-22,,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,800,SOLFINC PISOS,2,44
"Carrer del Rosselló, La Nova Esquerra de l'Eixample",1,2020-10-22,210 €,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,990,SOLFINC PISOS,2,58
"Carrer de Mandri, Sant Gervasi i la Bonanova",2,2020-10-22,,0,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,1500,SOLFINC PISOS,2,106
"Carrer de la Indústria, La Sagrera",1,2020-10-22,25 €,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,925,SOLFINC PISOS,1,50
"Carrer D'aragó, Fort Pienc",2,2020-10-22,50 €,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,1150,SOLFINC PISOS,4,88
"Avinguda de Josep Tarradellas, La Nova Esquerra de l'Eixample",2,2020-10-22,150 €,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,900,SOLFINC PISOS,3,76
"Carrer D'aribau, Sant Gervasi- Galvany",2,2020-10-22,,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,1500,SOLFINC PISOS,4,125
"Carrer de Provença, Sagrada Família",1,2020-10-22,136 €,0,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,794,SOLFINC PISOS,2,47
"Carrer D'europa, Barri de les Corts",1,2020-10-22,200 €,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,1100,SOLFINC PISOS,3,82
"Passatge de Maluquer, Sant Gervasi i la Bonanova",2,2020-10-22,,1,/es/inmobiliaria-solfinc-pisos/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003069494,2350,SOLFINC PISOS,4,170
El Baix Guinardó,1,2020-10-22,,1,/es/inmobiliaria-eix-habitat-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756356880,1100,EIX HABITAT REAL ESTATE,3,84
Barri de les Corts,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1400,AREA CASA,4,98
"Proclamación, La Barceloneta",1,2020-10-22,,0,/es/inmobiliaria-no-limits-barceloneta/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755027744,700,NO LIMITS BARCELONETA,1,38
"Carrer del Mar, La Barceloneta",1,2020-10-22,,0,/es/inmobiliaria-felix-castan/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751309458,600,FELIX CASTAN,1,37
"Gran Via de Les Corts Catalanes, Hostafrancs",1,2020-10-22,,1,/es/inmobiliaria-forcadell-reslloguers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753948202,931,Forcadell Res.Lloguers,4,71
"Pi I Margall, El Camp d'en Grassot i Gràcia Nova",2,2020-10-22,,1,/es/inmobiliaria-forcadell-reslloguers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753948202,1700,Forcadell Res.Lloguers,4,130
"Marina, Sagrada Família",2,2020-10-22,,1,/es/inmobiliaria-forcadell-reslloguers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753948202,1200,Forcadell Res.Lloguers,3,98
"Sant Fructuós, La Font de la Guatlla",1,2020-10-22,,1,/es/inmobiliaria-forcadell-reslloguers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753948202,1061,Forcadell Res.Lloguers,3,60
"Poeta Cabanyes, El Poble Sec - Parc de Montjuïc",2,2020-10-22,,1,/es/inmobiliaria-forcadell-reslloguers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753948202,944,Forcadell Res.Lloguers,4,80
"Carrer de Sant Quintí, El Guinardó",1,2020-10-22,50 €,1,/es/inmobiliaria-estudi-guinardo-margall-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765125421,850,ESTUDI GUINARDO-MARGALL SL,3,61
"Carrer de Saragossa, El Putget i el Farró",1,2020-10-22,,1,/es/inmobiliaria-inmowebcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750701305,1450,Inmowebcn,2,80
"Carrer del Capità Arenas, Pedralbes",2,2020-10-22,,1,/es/inmobiliaria-inmowebcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750701305,2050,Inmowebcn,4,200
"Carrer del Doctor Fleming, Les Tres Torres",2,2020-10-22,,1,/es/inmobiliaria-inmowebcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750701305,2500,Inmowebcn,3,125
"Rambla Catalunya, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-inmowebcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750701305,1250,Inmowebcn,1,65
"Carrer del Cardenal Reig, La Maternitat i Sant Ramon",2,2020-10-22,100 €,1,/es/inmobiliaria-web-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753884621,1550,WEB HOUSE,4,150
"Muntaner, Sant Gervasi i la Bonanova",2,2020-10-22,150 €,1,/es/inmobiliaria-gestoria-alert/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753419247,1650,GESTORIA ALERT,3,104
"Carrer de Les Flors de Maig, El Guinardó",2,2020-10-22,130 €,1,/es/inmobiliaria-estudi-guinardo-margall-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765125421,1370,ESTUDI GUINARDO-MARGALL SL,3,111
