address,bathrooms,date,discount,floor_elevator,link,price,realestate,rooms,sqft_m2
"Carrer de la Marina, 124, Fort Pienc",1,2020-10-22,,0,/es/inmobiliaria-penalver-servicios-inmobiliarios/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752602322,650,PEÑALVER  SERVICIOS INMOBILIARIOS,1,34
"Carrer de la Marina, Sagrada Família",0,2020-10-22,,1,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1320,MY SPACE BARCELONA,0,45
"Passatge de Sant Pau, Sagrada Família",1,2020-10-22,,1,/es/inmobiliaria-gaudi-house-fincas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751290015,700,GAUDI HOUSE FINCAS,1,25
"Carrer de Ballester, El Putget i el Farró",3,2020-10-22,,0,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1600,MY SPACE BARCELONA,3,140
Dreta de l'Eixample,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,2800,AREA CASA,2,170
"Avinguda de la República Argentina, 10, Vallcarca i els Penitents",2,2020-10-22,,1,/es/inmobiliaria-marian/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750752594,1200,Marian ,3,85
"Carrer de Melcior de Palau, Sants",1,2020-10-22,,1,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1430,MY SPACE BARCELONA,1,48
"Carrer de Melcior de Palau, Sants",1,2020-10-22,,1,/es/inmobiliaria-my-space-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754556539,1210,MY SPACE BARCELONA,1,88
La Nova Esquerra de l'Eixample,1,2020-10-22,,0,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,2300,LUCAS FOX,3,120
Dreta de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,1350,LUCAS FOX,2,85
La Marina del Port,1,2020-10-22,,1,/es/inmobiliaria-oficina-rambla-badal-52/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751279498,850,OFICINA RAMBLA BADAL 52,3,80
El Camp d'en Grassot i Gràcia Nova,1,2020-10-22,,0,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,1700,LUCAS FOX,4,125
Barri Gòtic,1,2020-10-22,,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,1350,LUCAS FOX,2,61
"Carrer del Vallespir, Barri de les Corts",1,2020-10-22,,0,/es/inmobiliaria-casa-vila/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753523424,850,CASA-VILA ,3,53
"Carrer del Consell de Cent, L'Antiga Esquerra de l'Eixample",1,2020-10-22,50 €,1,/es/inmobiliaria-urbenorte-catalunya/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=900140000217,750,URBENORTE CATALUNYA,1,50
"Carrer de Roger de Flor, Fort Pienc",1,2020-10-22,,1,/es/inmobiliaria-urbenorte-catalunya/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=900140000217,800,URBENORTE CATALUNYA,1,45
"Carrer de la Diputació, L'Antiga Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-urbenorte-catalunya/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=900140000217,1100,URBENORTE CATALUNYA,3,107
"Viladomat, La Nova Esquerra de l'Eixample",1,2020-10-22,150 €,1,/es/inmobiliaria-urbenorte-catalunya/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=900140000217,950,URBENORTE CATALUNYA,1,50
"Passeig de Gràcia, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-urbenorte-catalunya/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=900140000217,1650,URBENORTE CATALUNYA,1,78
"Avinguda de Pompeu Fabra, La Salut",1,2020-10-22,,1,/es/inmobiliaria-barnainmo/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751787797,750,BARNAINMO,0,40
"Carrer de Leiva, Hostafrancs",1,2020-10-22,,1,/es/inmobiliaria-laia/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762391502,620,Laia,2,60
"Carrer Sant Gervasi de Cassoles, 113, Sant Gervasi i la Bonanova",1,2020-10-22,50 €,1,/es/inmobiliaria-fincas-almendros/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752226684,890,FINCAS ALMENDROS,1,45
Sant Gervasi- Galvany,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1150,AREA CASA,3,84
"Carrer de Pi I Margall, El Camp d'en Grassot i Gràcia Nova",1,2020-10-22,,1,/es/inmobiliaria-finques-lisa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003057930,950,FINQUES LISA,3,63
Sant Antoni,1,2020-10-22,200 €,1,/es/inmobiliaria-zoe-real-estate-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752916563,850,Zoe Real Estate Barcelona,3,60
"Riera Baixa, El Raval",1,2020-10-22,55 €,0,/es/inmobiliaria-zoe-real-estate-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752916563,795,Zoe Real Estate Barcelona,1,40
"Carrer de Sant Sever, Barri Gòtic",1,2020-10-22,,0,/es/inmobiliaria-zoe-real-estate-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752916563,800,Zoe Real Estate Barcelona,1,38
"Legalitat, Vila de Gràcia",1,2020-10-22,,0,/es/inmobiliaria-zoe-real-estate-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752916563,750,Zoe Real Estate Barcelona,2,40
"Salvador, El Raval",2,2020-10-22,45 €,1,/es/inmobiliaria-zoe-real-estate-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752916563,750,Zoe Real Estate Barcelona,1,75
El Poble Sec - Parc de Montjuïc,1,2020-10-22,,1,/es/inmobiliaria-fin-per/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762973330,799,FIN-PER,3,67
"Carrer de Lepant, 398, El Baix Guinardó",1,2020-10-22,,1,/es/inmobiliaria-compraventabarcelona-by-fincas-gonseni/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752580661,730,Compraventabarcelona by Fincas Gonseni,1,45
Porta,1,2020-10-22,,1,/es/inmobiliaria-clavis-grup-valldaura/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765187069,750,CLAVIS GRUP VALLDAURA,3,70
La Prosperitat,1,2020-10-22,,0,/es/inmobiliaria-clavis-grup-valldaura/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765187069,975,CLAVIS GRUP VALLDAURA,4,87
El Camp de l'Arpa del Clot,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1050,AREA CASA,1,47
El Parc i la Llacuna del Poblenou,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1275,ENGEL & VOELKERS,2,75
"Diagonal, 88, Provençals del Poblenou",2,2020-10-22,,1,/es/inmobiliaria-onix-renta/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751773326,1460,ONIX RENTA,3,78
La Barceloneta,1,2020-10-22,120 €,1,/es/inmobiliaria-finques-mediterrani/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756124630,1180,FINQUES MEDITERRANI,3,65
Dreta de l'Eixample,1,2020-10-22,150 €,0,/es/inmobiliaria-finques-mediterrani/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756124630,750,FINQUES MEDITERRANI,1,40
El Poble Sec - Parc de Montjuïc,2,2020-10-22,,1,/es/inmobiliaria-fin-per/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762973330,995,FIN-PER,3,90
Sagrada Família,3,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1350,AREA CASA,4,110
"Carrer de Sant Antoni Maria Claret, El Guinardó",1,2020-10-22,,1,/es/inmobiliaria-fincas-puente/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763924446,1000,FINCAS PUENTE,3,85
La Salut,2,2020-10-22,,1,/es/inmobiliaria-grau-serveis-immobiliaris/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757893619,1193,GRAU SERVEIS IMMOBILIARIS,4,106
Sant Gervasi- Galvany,2,2020-10-22,,1,/es/inmobiliaria-atico-y-terrazas-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003055771,1500,"ATICO Y TERRAZAS, S.L.",3,115
"Carrer de Mallorca, 466, Sagrada Família",1,2020-10-22,,1,/es/inmobiliaria-century-21-bz/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751210083,900,CENTURY 21 BZ,3,65
Sants-Badal,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,850,AREA CASA,3,70
"Carrer de Balmes, 82, Dreta de l'Eixample",1,2020-10-22,,1,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765658592,2800,,2,85
"Carrer de Ramón y Cajal, Vila de Gràcia",2,2020-10-22,,0,/es/inmobiliaria-salarich/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751180564,900,SALARICH,2,51
"Calle la Rambla, 130, Barri Gòtic",1,2020-10-22,,1,/es/inmobiliaria-luis/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765658530,1300,luis,4,75
"Carrer Sevilla, 14, La Barceloneta",1,2020-10-22,,0,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,850,PUNTO HABITAT,1,40
"Carrer Sitges, 3, El Raval",1,2020-10-22,,1,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,1028,PUNTO HABITAT,2,84
El Raval,1,2020-10-22,,1,/es/inmobiliaria-ohh-my-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765465801,1300,Ohh My House,4,87
El Poblenou,1,2020-10-22,,0,/es/inmobiliaria-walter-haus-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754160431,1050,Walter Haus S.L.,2,55
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2950,ENGEL & VOELKERS,2,133
Vallcarca i els Penitents,1,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,850,AREA CASA,2,60
"Avinguda Meridiana, 624, Sant Andreu del Palomar",1,2020-10-22,,0,/es/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765647302,750,,1,46
"Carrer de la Muntanya, El Camp de l'Arpa del Clot",1,2020-10-22,,0,/es/inmobiliaria-web-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753884621,900,WEB HOUSE,2,80
Barri Gòtic,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,2100,AREA CASA,2,84
"Carrer de Roger de Flor, 146, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-cases-finques/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764032870,950,Cases Finques,2,60
"Carrer Espronceda, 74, El Poblenou",1,2020-10-22,,1,/es/inmobiliaria-fincas-sancho-gil/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752559047,800,FINCAS SANCHO GIL,3,64
"Carrer del Coronel Sanfeliu, 19, El Clot",2,2020-10-22,,0,/es/inmobiliaria-abcflat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756850496,1350,ABCFLAT,3,111
"Carrer Corsega, Dreta de l'Eixample",3,2020-10-22,100 €,1,/es/inmobiliaria-cafur/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764178856,1400,CAFUR,5,164
La Barceloneta,1,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,850,ENGEL & VOELKERS,1,32
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2900,ENGEL & VOELKERS,3,123
El Poble Sec - Parc de Montjuïc,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1300,ENGEL & VOELKERS,3,65
L'Antiga Esquerra de l'Eixample,1,2020-10-22,100 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1250,ENGEL & VOELKERS,2,63
Vila de Gràcia,1,2020-10-22,94 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1206,ENGEL & VOELKERS,3,70
Barri de les Corts,3,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,3000,ENGEL & VOELKERS,5,233
El Guinardó,1,2020-10-22,50 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1100,ENGEL & VOELKERS,3,85
La Barceloneta,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1250,ENGEL & VOELKERS,3,68
Vila de Gràcia,2,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2500,ENGEL & VOELKERS,2,102
Sant Antoni,1,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,950,ENGEL & VOELKERS,2,70
El Putget i el Farró,1,2020-10-22,50 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1400,ENGEL & VOELKERS,3,100
Hostafrancs,1,2020-10-22,100 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,950,ENGEL & VOELKERS,3,64
Sants,1,2020-10-22,225 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,975,ENGEL & VOELKERS,3,80
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1180,ENGEL & VOELKERS,2,95
La Nova Esquerra de l'Eixample,2,2020-10-22,100 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1300,ENGEL & VOELKERS,4,103
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1800,ENGEL & VOELKERS,2,85
Barri Gòtic,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1350,ENGEL & VOELKERS,1,49
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1800,ENGEL & VOELKERS,2,70
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2200,ENGEL & VOELKERS,2,85
El Poble Sec - Parc de Montjuïc,1,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1250,ENGEL & VOELKERS,2,76
Dreta de l'Eixample,3,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2500,ENGEL & VOELKERS,3,144
El Raval,1,2020-10-22,,1,/es/inmobiliaria-bcn-immobiliaris/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754061173,900,BCN IMMOBILIARIS,1,50
"Avinguda de Sarrià, 21, La Nova Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-fincas-aguila-bonfill/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751283509,1475,FINCAS AGUILÁ BONFILL,3,116
"Carrer Dels Assaonadors, Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,0,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1180,APROPERTIES REAL ESTATE Nº Aicat 6388,2,95
"Passeig de Gracia, Barri Gòtic",4,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,6500,APROPERTIES REAL ESTATE Nº Aicat 6388,3,208
"Carrer D'aribau, Sant Gervasi- Galvany",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1150,APROPERTIES REAL ESTATE Nº Aicat 6388,3,95
"Carrer de Pau Claris, 188, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-caspe-adm-fincas/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753828562,975,CASPE ADM. FINCAS,1,50
Dreta de l'Eixample,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1120,AREA CASA,2,95
Dreta de l'Eixample,2,2020-10-22,,0,/es/inmobiliaria-area-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752570036,1120,AREA CASA,2,95
"Avinguda Meridiana, Sant Andreu del Palomar",1,2020-10-22,,1,/es/inmobiliaria-tecnocasa-estudi-gran-de-sant-andreu/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202755663273,850,TECNOCASA-ESTUDI GRAN DE SANT ANDREU,3,71
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2600,ENGEL & VOELKERS,5,170
"Carrer D'aribau, 162, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-oscar/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754851916,950,Oscar,1,52
La Sagrera,1,2020-10-22,,1,/es/inmobiliaria-la-casa-grup/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751235946,850,LA CASA GRUP,3,65
"Carrer Roger de Flor, 194, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,920,PUNTO HABITAT,2,50
"Carrer Secretari Coloma, 1, El Camp d'en Grassot i Gràcia Nova",1,2020-10-22,,1,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,890,PUNTO HABITAT,3,70
"Carrer del Pintor Casas, Vilapicina i la Torre Llobeta",1,2020-10-22,,1,/es/inmobiliaria-tecnocasa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753860817,790,TECNOCASA,3,65
El Guinardó,1,2020-10-22,,0,/es/inmobiliaria-mc-consulting/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752370506,750,MC CONSULTING,3,75
"Carrer de Rosalía de Castro, El Baix Guinardó",1,2020-10-22,,0,/es/inmobiliaria-fincas-carbonell/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750857990,945,FINCAS CARBONELL,2,51
Diagonal Mar i el Front Marítim del Poblenou,1,2020-10-22,,1,/es/inmobiliaria-bcn-immobiliaris/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754061173,950,BCN IMMOBILIARIS,4,79
Barri Gòtic,2,2020-10-22,250 €,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,1250,PRINCIPAL PRIMERA,2,75
"Avinguda de la Riera de Cassoles, Vila de Gràcia",1,2020-10-22,,1,/es/inmobiliaria-granbarcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003012711,954,GRANBARCELONA,3,63
Barri Gòtic,1,2020-10-22,250 €,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,1250,PRINCIPAL PRIMERA,2,67
"Carrer del Consell de Cent, La Nova Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-tellourue/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751586903,1350,TELLO&URUE,3,80
El Raval,1,2020-10-22,,0,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,950,MONIKA RÜSCH,1,70
"Carrer D'en Mònec, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,40 €,0,/es/inmobiliaria-zona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750659637,650,ZONA ,1,35
"Baro de la Barre, Vallcarca i els Penitents",1,2020-10-22,155 €,1,/es/inmobiliaria-fincas-ponsa-2009/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762512539,995,FINCAS PONSA 2009,1,60
"Meridiana, Sant Andreu del Palomar",1,2020-10-22,25 €,1,/es/inmobiliaria-rentuos-real-estate-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757926734,825,RENTUOS REAL ESTATE S.L.,2,79
"Carrer D'entença, La Nova Esquerra de l'Eixample",1,2020-10-22,300 €,1,/es/inmobiliaria-rentuos-real-estate-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757926734,1000,RENTUOS REAL ESTATE S.L.,3,74
L'Antiga Esquerra de l'Eixample,1,2020-10-22,,0,/es/inmobiliaria-acbar-real-estate/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761615353,786,ACBAR REAL ESTATE,2,50
El Raval,1,2020-10-22,,0,/es/inmobiliaria-monika-rusch/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753807547,850,MONIKA RÜSCH,1,54
"Carrer Rossello, Sagrada Família",2,2020-10-22,,1,/es/inmobiliaria-next-door-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202763117195,1250,NEXT DOOR BCN,2,75
"Carrer de Rocafort, La Nova Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-inmobiliaria-global-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753556408,1300,INMOBILIARIA GLOBAL BCN,4,85
"Carrer de Rosés, Sants",1,2020-10-22,,1,/es/inmobiliaria-hector/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762382974,725,Hector,3,60
"Travessera de Gràcia, Sant Gervasi- Galvany",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1950,APROPERTIES REAL ESTATE Nº Aicat 6388,5,140
"Diagonal, Dreta de l'Eixample",2,2020-10-22,150 €,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1850,APROPERTIES REAL ESTATE Nº Aicat 6388,3,129
"Carrer de Salamanca, La Barceloneta",1,2020-10-22,,0,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,850,APROPERTIES REAL ESTATE Nº Aicat 6388,2,35
"Selva de Mar, Diagonal Mar i el Front Marítim del Poblenou",2,2020-10-22,800 €,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,2500,APROPERTIES REAL ESTATE Nº Aicat 6388,3,120
"Carrer de Bertran, El Putget i el Farró",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1900,APROPERTIES REAL ESTATE Nº Aicat 6388,3,105
"Carrer de Muntaner, Sant Gervasi- Galvany",4,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,5269,APROPERTIES REAL ESTATE Nº Aicat 6388,5,300
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,950,APROPERTIES REAL ESTATE Nº Aicat 6388,3,74
"Arago, La Nova Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1800,APROPERTIES REAL ESTATE Nº Aicat 6388,3,100
"Avinguda Diagonal, Barri de les Corts",3,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,4000,APROPERTIES REAL ESTATE Nº Aicat 6388,4,170
"Carrer de Sagués, Sant Gervasi- Galvany",1,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1634,APROPERTIES REAL ESTATE Nº Aicat 6388,1,60
"Carrer de Pau Claris, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,2500,APROPERTIES REAL ESTATE Nº Aicat 6388,2,87
"Casanova, Sant Gervasi- Galvany",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1787,APROPERTIES REAL ESTATE Nº Aicat 6388,3,129
"Pau Clarís, Dreta de l'Eixample",2,2020-10-22,,0,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,2600,APROPERTIES REAL ESTATE Nº Aicat 6388,3,80
"Carrer de Girona, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1800,APROPERTIES REAL ESTATE Nº Aicat 6388,3,115
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,4200,APROPERTIES REAL ESTATE Nº Aicat 6388,2,100
