address,bathrooms,building_subtype,building_type,conservation_state,date,discount,floor_elevator,is_new_construction,link,price,realestate,realestate_id,rooms,sqft_m2
"Carrer D'esteve Terradas, Vallcarca i els Penitents",2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/157312411/d,2100,AREA CASA,9202752570036,4,150
"Carrer del Roser, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,2,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado-television-internet/156281640/d,850,OH! PISOS,9202751804233,2,54
"Carrer D'entença, 79, La Nova Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-television-internet/157305196/d,1100,,9202765525214,3,72
El Camp de l'Arpa del Clot,1,Flat,Flat,0,2020-10-28,155,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television-se-aceptan-mascotas/156869213/d,995,SH BARCELONA,9202752325093,1,50
"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,200,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television/155917381/d,900,SH BARCELONA,9202752325093,2,59
"Carrer del Carme, El Raval",1,Flat,Flat,2,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado/156606664/d,800,PUNTO HABITAT,943003066102,1,50
Barri de les Corts,1,Flat,Flat,0,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157311664/d,850,AREA CASA,9202752570036,1,37
"Carrer de París, La Nova Esquerra de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/157311096/d,1150,INMOBILIARIA LUGANO,9202750519401,2,68
El Poblenou,1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/terraza/157305180/d,700,MC CONSULTING,9202752370506,2,58
"Portadores, Sant Pere, Sta. Caterina i la Ribera",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor-amueblado-television/155152506/d,2600,THE HOME HUNTER,9202753426968,2,80
La Barceloneta,1,Flat,Flat,0,2020-10-28,80,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado-se-aceptan-mascotas/156837406/d,795,SH BARCELONA,9202752325093,1,29
La Vila Olímpica del Poblenou,1,Flat,Flat,0,2020-10-28,205,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television/156869220/d,1295,SH BARCELONA,9202752325093,2,56
"Carrer de Sepúlveda, 94, Sant Antoni",2,Flat,Flat,2,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156793237/d,1400,PUNTO HABITAT,943003066102,3,100
"Carrer de Los Castillejos, 185, Sagrada Família",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/156783412/d,1250,PUNTO HABITAT,943003066102,3,80
"Putxet, 60, El Putget i el Farró",1,Flat,Flat,0,2020-10-28,75,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157194221/d,775,KELI,9202762387260,1,41
"Avinguda Diagonal, Sant Gervasi- Galvany",3,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-internet/157310161/d,3200,SC PROJECT,9202751105739,3,147
"Carrer de Calders, Sant Pere, Sta. Caterina i la Ribera",2,Attic,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado-television-se-aceptan-mascotas/157304831/d,1200,NARA,9202764866063,2,57
"Passeig de Maragall, Vilapicina i la Torre Llobeta",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/157304447/d,1200,Carme,9202759193900,4,100
"Carrer de Prats de Molló, Sant Gervasi- Galvany",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-se-aceptan-mascotas-internet/157322043/d,1400,MY SPACE BARCELONA,9202754556539,2,65
La Maternitat i Sant Ramon,2,Flat,Flat,0,2020-10-28,250,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-se-aceptan-mascotas/156856798/d,1600,SH BARCELONA,9202752325093,3,100
L'Antiga Esquerra de l'Eixample,1,Flat,Flat,0,2020-10-28,245,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-television/156869211/d,850,SH BARCELONA,9202752325093,1,42
"Carrer de la Riereta, El Raval",1,Apartment,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/155321963/d,1100,GLOBE IBERIA,9202762177466,1,52
"Carrer de Padilla, Sagrada Família",1,Flat,Flat,2,2020-10-28,75,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/156737693/d,1075,PUNTO HABITAT,943003066102,3,80
"Avinguda de Gaudí, Sagrada Família",1,Flat,Flat,2,2020-10-28,180,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/156706717/d,1070,PUNTO HABITAT,943003066102,2,75
"Carrer de Sant Honorat, 7, Barri Gòtic",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/157309702/d,1285,FINQUES BOSCH ENRICH,9202753990866,4,143
"Sant Pere, Sta. Caterina i la Ribera",1,Attic,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-trastero/156597119/d,745,G. HABITAT MLS,9202754326210,1,31
"Ronda del General Mitre, El Putget i el Farró",2,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285937/d,2080,Homelike,9202762567099,2,60
"De Jaume Pinent, Les Roquetes",1,Attic,Flat,0,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/terraza/156839694/d,700,ALQUILER SEGURO,9202750898737,2,75
"Carrer Gran de la Sagrera, 88, La Sagrera",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157304084/d,950,PUNTO HABITAT,943003066102,2,65
"La Palma, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/156739400/d,1100,ALL4FLAT,9202762177806,2,97
"Carrer de Prats de Molló, Sant Gervasi- Galvany",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-se-aceptan-mascotas-internet/157322016/d,1550,MY SPACE BARCELONA,9202754556539,3,85
"Carrer de Ballester, El Putget i el Farró",3,Duplex,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-parking-television-se-aceptan-mascotas-internet/157321823/d,1500,MY SPACE BARCELONA,9202754556539,3,140
"Provenca, El Camp de l'Arpa del Clot",2,Flat,Flat,0,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/156530607/d,1550,RS GROUP,9202759306905,3,100
"Sant Pere Mitja, Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,300,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/156864820/d,900,RS GROUP,9202759306905,3,70
Barri Gòtic,1,Flat,Flat,0,2020-10-28,46,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/156124462/d,1254,Walter Haus S.L.,9202754160431,2,84
"Carrer de la Riereta, El Raval",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/156562858/d,1100,GLOBE IBERIA,9202762177466,1,52
"Ample, Barri Gòtic",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157292804/d,1100,VIP PISOS,9202751532564,2,78
"Carrer del Rosari, Les Tres Torres",2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157308911/d,1100,AREA CASA,9202752570036,4,85
"Passeig de Gràcia, Dreta de l'Eixample",1,Apartment,Flat,0,2020-10-28,328,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-television-internet/157285934/d,4602,Homelike,9202762567099,2,50
Vila de Gràcia,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/157303478/d,1195,SH BARCELONA,9202752325093,3,75
"Villarroel, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/156877133/d,1300,ALL4FLAT,9202762177806,1,64
"Carrer de Ramón y Cajal, Vila de Gràcia",1,Duplex,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-amueblado-parking-television-se-aceptan-mascotas-internet/157321810/d,1800,MY SPACE BARCELONA,9202754556539,2,75
"C/ Carreteres, El Raval",2,Flat,Flat,0,2020-10-28,85,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157259869/d,855,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,2,68
Barri Gòtic,1,Flat,Flat,0,2020-10-28,30,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156933803/d,920,Walter Haus S.L.,9202754160431,1,55
"Plaza Riera Baixa, El Raval",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado-se-aceptan-mascotas/157368564/d,850,Particular,9202750520561,1,60
"Montfar, La Font de la Guatlla",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157291529/d,900,ALL4FLAT,9202762177806,3,77
"Calle Alcanar, 31, La Barceloneta",1,Apartment,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/137391915/d,1300,Estanis ,9202753240187,1,40
"Passeig de Manuel Girona, Pedralbes",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor-no-amueblado/157308331/d,1100,GILABERT PONT SERVEISIMMOBILIARIS,9202751507694,3,87
"Carrer de Ciceró, Sants",1,Apartment,Flat,0,2020-10-28,643,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285931/d,1100,Homelike,9202762567099,1,55
"Pau Claris, Dreta de l'Eixample",1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285930/d,2414,Homelike,9202762567099,2,65
La Maternitat i Sant Ramon,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado-television/157303476/d,810,SH BARCELONA,9202752325093,1,30
Barri Gòtic,1,Attic,Flat,0,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado-television/157303473/d,895,SH BARCELONA,9202752325093,1,42
"Carrer de Sarjalet, 9, La Salut",1,Apartment,Flat,0,2020-10-28,75,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-no-amueblado/156814581/d,685,ASSESSORIA FERRIM SCP,9202761855427,1,44
"Rambla de Catalunya, Dreta de l'Eixample",3,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-se-aceptan-mascotas-internet/157321804/d,2300,MY SPACE BARCELONA,9202754556539,4,130
"Carrer Llança, La Nova Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157321171/d,850,TEQTUM,9202756073923,4,111
El Putget i el Farró,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157357183/d,1198,NUÑEZ I NAVARRO,9202763844489,1,73
"Carrer de Provença, 84, La Nova Esquerra de l'Eixample",1,Attic,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-parking-terraza-ascensor-amueblado/156365570/d,1450,FINCAS FERNÁNDEZ,9202751970586,3,89
"Carrer de la Portaferrissa, Barri Gòtic",1,Apartment,Flat,0,2020-10-28,20,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-internet/155243828/d,950,GLOBE IBERIA,9202762177466,1,37
"Carrer D'aragó, L'Antiga Esquerra de l'Eixample",1,Apartment,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-parking/155006831/d,1050,GLOBE IBERIA,9202762177466,2,70
"Arago, L'Antiga Esquerra de l'Eixample",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157291523/d,1200,ALL4FLAT,9202762177806,2,76
"Carrer de Santa Coloma, Sant Andreu del Palomar",1,Flat,Flat,0,2020-10-28,16,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-patio-amueblado-no-amueblado/157208782/d,834,FINCAS SAN ANDRES,9202750564921,3,63
"Carrer de Sant Salvador, Vila de Gràcia",1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-internet/157285928/d,3668,Homelike,9202762567099,1,42
"Ronda de Sant Pere, Dreta de l'Eixample",2,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285927/d,7253,Homelike,9202762567099,5,140
"Calabria, La Nova Esquerra de l'Eixample",1,Loft,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado/157303447/d,625,FINCAS LLURIA,9202752214161,1,38
"Carrer del Rosselló, 469, Sagrada Família",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157303233/d,1250,PUNTO HABITAT,943003066102,3,103
"Carrer del Doctor Santponç, 125, Sant Andreu del Palomar",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157328947/d,900,Miguel,9202753912923,3,85
"Carrer de Sant Antoni Abat, El Raval",1,Loft,Flat,1,2020-10-28,60,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/156237769/d,740,ROPISA URBAN,9202751566391,0,50
"Carrer de Premià, 8, Sants",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/no-amueblado/157320772/d,900,carmen escoda pastor,9202751543510,3,80
"Carrer de Padilla, El Baix Guinardó",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157320806/d,875, TECNOCASA - ESTUDI MARINA 311,9202765344374,2,64
"Carrer de Girona, Dreta de l'Eixample",2,Flat,Flat,0,2020-10-28,250,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-parking-ascensor-amueblado-parking-internet/155975123/d,1550,GLOBE IBERIA,9202762177466,3,100
"Carrer de Girona, Dreta de l'Eixample",1,Apartment,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-parking/155975118/d,1150,GLOBE IBERIA,9202762177466,1,50
El Camp de l'Arpa del Clot,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television/157290844/d,1500,SH BARCELONA,9202752325093,2,91
El Poble Sec - Parc de Montjuïc,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157290836/d,1095,SH BARCELONA,9202752325093,3,55
Barri Gòtic,2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/155904360/d,1500,REAL OPEN HOME,9202761237176,2,79
L'Antiga Esquerra de l'Eixample,1,Flat,Flat,0,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado-television/155715906/d,995,SH BARCELONA,9202752325093,1,60
"Carrer de Calàbria, La Nova Esquerra de l'Eixample",1,Apartment,Flat,0,2020-10-28,211,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285923/d,5038,Homelike,9202762567099,3,75
"Carrer de Padilla, 323, Sagrada Família",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157302959/d,1100,PUNTO HABITAT,943003066102,3,90
"Carrer Repartidor, 38, Vallcarca i els Penitents",1,Flat,Flat,0,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/156806183/d,700,FINCAS ALMENDROS,9202752226684,1,44
"Carrer de Santa Albina, 5, La Teixonera",1,Attic,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/terraza-no-amueblado/157320081/d,850,PUNTO HABITAT,943003066102,2,65
"Beat Almató, El Coll",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/terraza/157056364/d,875,FINQUES MARTINEZ,9202751909600,3,58
"Carrer de Bailèn, Dreta de l'Eixample",2,Apartment,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-parking-terraza-ascensor-amueblado-parking/155975158/d,1450,GLOBE IBERIA,9202762177466,2,80
"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,150,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/157290647/d,850,Ohh My House,9202765465801,2,50
Vila de Gràcia,1,Flat,Flat,0,2020-10-28,95,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado-television/155739427/d,1100,SH BARCELONA,9202752325093,2,52
"Carrer de Vila I Vilà, El Poble Sec - Parc de Montjuïc",1,Apartment,Flat,0,2020-10-28,607,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-internet/157285922/d,3628,Homelike,9202762567099,3,56
"Ramelleres, El Raval",1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285921/d,2013,Homelike,9202762567099,2,60
"Carrer de Los Castillejos, 318, Sagrada Família",0,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/157301995/d,1350,PUNTO HABITAT,943003066102,0,90
"Carrer de Sicília, 215, Sagrada Família",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157301703/d,1325,PUNTO HABITAT,943003066102,2,75
"De Sant Gervasi, Sant Gervasi i la Bonanova",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado-se-aceptan-mascotas/156879474/d,1050,FINCAS GP,9202764393646,4,75
"Moragas, Sant Gervasi i la Bonanova",4,Attic,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/156438688/d,4800,INVEIBA,9202763925116,6,233
"Travessera de Les Corts, Barri de les Corts",2,Flat,Flat,2,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157319932/d,1100,LA INMOBILIARIA DE LES CORTS,9202753433126,4,78
"Carrer de Pau Claris, 185, Dreta de l'Eixample",1,Duplex,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/155876832/d,950,Finques Jordi Castellà Aribau,943003014616,2,61
"Carrer de Sardenya, 252, Fort Pienc",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/156159500/d,1250,,9202764968218,2,68
"Carrer de València, Dreta de l'Eixample",1,Apartment,Flat,0,2020-10-28,110,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-parking-ascensor-amueblado-parking/156590446/d,1090,GLOBE IBERIA,9202762177466,2,70
La Nova Esquerra de l'Eixample,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157290524/d,600,ASESORIA RANGEL,9202763728250,1,27
"Provença, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157290380/d,1150,CENTURY 21 NEW ESTATE,9202756396678,2,87
Vila de Gràcia,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/155627144/d,1190,SH BARCELONA,9202752325093,2,68
"Carrer de Calderón de la Barca, El Carmel",2,Apartment,Flat,0,2020-10-28,1024,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285918/d,3579,Homelike,9202762567099,3,83
"Avinguda del Paral·lel, El Poble Sec - Parc de Montjuïc",2,Apartment,Flat,0,2020-10-28,1455,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-internet/157285914/d,6068,Homelike,9202762567099,6,98
"Carrer de Provença, La Nova Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,205,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/156879415/d,895,FINCAS GP,9202764393646,3,62
"Carrer del Rosselló, 416, Sagrada Família",2,Flat,Flat,0,2020-10-28,250,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/156059611/d,950,Finques Jordi Castellà Aribau,943003014616,4,68
"Ronda del General Mitre, 188, El Putget i el Farró",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/157201244/d,1400,Finques Jordi Castellà Aribau,943003014616,4,102
La Maternitat i Sant Ramon,2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/157286640/d,1550,Ohh My House,9202765465801,4,135
"Carrer de Peris I Mencheta, La Font d'en Fargues",2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/157286620/d,700,TEMPLE IMMOBILIÀRIA,943003007305,2,60
"De Roma, L'Antiga Esquerra de l'Eixample",1,Apartment,Flat,0,2020-10-28,140,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-parking/156562737/d,960,GLOBE IBERIA,9202762177466,1,40
"Carrer Arc de Sant Pau (l´), El Raval",1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/trastero-amueblado/157290316/d,999,Real Estate Angela,9202764962975,4,85
Vila de Gràcia,1,Flat,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado-television/155903096/d,900,SH BARCELONA,9202752325093,1,55
"Carrer de Calderón de la Barca, El Carmel",2,Apartment,Flat,0,2020-10-28,578,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-internet/157285913/d,3702,Homelike,9202762567099,3,83
"Carrer de L'aviador Ruíz de Alda, 51, La Marina del Port",1,Flat,Flat,1,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/patio-amueblado/156468977/d,700,ADMINISTRACION FINCAS ARIMANY,9202752587648,1,40
"Carrer del Rosselló, 118, L'Antiga Esquerra de l'Eixample",2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157319710/d,1100,PUNTO HABITAT,943003066102,2,75
"Tallers, El Raval",2,Flat,Flat,0,2020-10-28,150,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza/157319287/d,1200,CENTURY 21 NEW ESTATE,9202756396678,3,101
"Carrer de Ramon Turró, La Vila Olímpica del Poblenou",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157286608/d,1150,CENTURY 21 XARXA,9202753380527,3,88
"Carrer de Buscarons, 1, Sant Gervasi i la Bonanova",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157286241/d,1500,BCN LIVING,9202751969010,2,103
"De Roma, L'Antiga Esquerra de l'Eixample",1,Apartment,Flat,0,2020-10-28,240,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking/156562736/d,960,GLOBE IBERIA,9202762177466,1,70
"Carrer D'aragó, Sagrada Família",1,Apartment,Flat,0,2020-10-28,125,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-parking-ascensor-patio-internet/156590736/d,1125,GLOBE IBERIA,9202762177466,2,65
"Nou de Rambla, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,2,2020-10-28,175,0,False,/es/alquiler/vivienda/barcelona-capital/terraza-se-aceptan-mascotas-no-amueblado/154863185/d,930,GESTIO I GARANTIA IMMOBILIARIA,9202753567471,2,80
"Santa Madrona, El Raval",1,Flat,Flat,3,2020-10-28,16,0,False,/es/alquiler/vivienda/barcelona-capital/terraza-se-aceptan-mascotas-no-amueblado/155583946/d,884,GESTIO I GARANTIA IMMOBILIARIA,9202753567471,2,52
Barri Gòtic,2,Flat,Flat,0,2020-10-28,305,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/156781184/d,795,SH BARCELONA,9202752325093,1,81
"Sant Pere, Sta. Caterina i la Ribera",1,Duplex,Flat,0,2020-10-28,270,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado-television/156847899/d,950,SH BARCELONA,9202752325093,1,45
